Account Short Name,Segment,Key Account Type,V1,Perf Reporting?,,2018 Division,2019 Division,2019 BMP Label,2020 Division,2020 BU Label,2020 DIV Label,2020 Business Model Label,,Product Line,"Original 
Product Line","2020 Mapped 
Product Line",Division-2019,"2020 
Current/Old",2020 Division,"2020 For 
Reporting",,2019 Prod Code,2020 Prod Code,Domain,EcoX,Margin,,OpportunityScope,EcoX?,EcoX Domain1,EcoX Domain2,EcoX Domain3,,"2020 For 
Reporting",2020 Division,,Product Line,"Original 
Product Line","2020 Mapped 
Product Line",Division-2019,"2020 
Current/Old",2020 Division,"2020 For 
Reporting",US Reporting Div,NAM Ops?,"US P&L, L1","US P&L, L2","US P&L, L3",,,Services,,,ESX L2L3,,,Adv+SW,,,,,,,,UPD 3.2.2021,,,,,,,,,,,,,Flywheel Ref Data,,,,
Tampa Bay Water,Water,CTA,Dave Lee,1,,,,,,,,,,,,,,,,,,,,,,,,Covid19 negative impact;EcoStruxure Power,1,Power,0,0,,,,,SUSUP - Supply & Sustainability Services,SUSUP,SUSUP,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS SITE SERIALIZATN-LS SITE SERIAL LIC,Aveva,IDSFT,IS LS SITE SERIALIZATN,LS SITE SERIAL LIC,IDSFT-IS LS SITE SERIALIZATN-LS SITE SERIAL LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Tetra Tech,Water,CTA,Ben Foley,1,,,,,,,,,,,,,,,,,,,,,,,,Distributed IT;Commercial & Industrial;EcoStruxure Power,1,Power,0,0,,,,,SUMON - Energy Monitoring Services (IMServ),SUMON,SUMON,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS SITE SERIALIZATN-LS SITE SERIAL SUBS,Aveva,IDSFT,IS LS SITE SERIALIZATN,LS SITE SERIAL SUBS,IDSFT-IS LS SITE SERIALIZATN-LS SITE SERIAL SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Veolia,Water,Strategic,Ben Foley,1,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;Service Dependent;EcoStruxure Power,1,Power,0,0,,,,,SUESP - Efficiency & Sustainability Programs,SUESP,SUESP,,Current,ESS,ESS - Perf Contr,ESS,Outside NAM Ops,ESS,ESS - Perf Contr,ESS - Perf Contr,,,,,,,,,,,,,,,,,IDSFT-IS LS SITE SERIALIZATN-LS SITE SERIAL SVC,Aveva,IDSFT,IS LS SITE SERIALIZATN,LS SITE SERIAL SVC,IDSFT-IS LS SITE SERIALIZATN-LS SITE SERIAL SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
DHL,Logistics,CTA,Jerry (Louis) McCord,1,,,,,,,,,,,,,,,,,,,,,,,,Supplier B2B Initiative;EcoStruxure Power,1,Power,0,0,,,,,SUREN - Renewable Advisory Services,SUREN,SUREN,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP-LS WEIGH DISP CF,Aveva,IDSFT,IS LS WGH   DISP,LS WEIGH DISP CF,IDSFT-IS LS WGH   DISP-LS WEIGH DISP CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Cleveland Cliffs,MMM,Strategic,Jon Urso,1,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;Supplier B2B Initiative;EcoStruxure Power,1,Power,0,0,,,,,SUCON - Sustainability Consulting,SUCON,SUCON,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP-LS WEIGH DISP LIC,Aveva,IDSFT,IS LS WGH   DISP,LS WEIGH DISP LIC,IDSFT-IS LS WGH   DISP-LS WEIGH DISP LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;Supplier B2B Initiative;Covid19 negative impact;EcoStruxure Power,1,Power,0,0,,,,,ESEPC - Energy Performance Contracting,ESEPC,SUESP,,Current,ESS,ESS - Perf Contr,ESS,Outside NAM Ops,ESS,ESS - Perf Contr,ESS - Perf Contr,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP-LS WEIGH DISP SUBS,Aveva,IDSFT,IS LS WGH   DISP,LS WEIGH DISP SUBS,IDSFT-IS LS WGH   DISP-LS WEIGH DISP SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Amazon,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Distributed IT;Covid19 negative impact;EcoStruxure Power,1,Power,0,0,,,,,ESMON - Energy Service Monitoring,ESMON,SUMON,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP-LS WEIGH DISP SVC,Aveva,IDSFT,IS LS WGH   DISP,LS WEIGH DISP SVC,IDSFT-IS LS WGH   DISP-LS WEIGH DISP SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
AMERICA MOVIL / CARSO - Headquarters,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Connectivity EcoSystem;EcoStruxure Power,1,Power,0,0,,,,,ESEEP - Energy Efficiency Projects,ESEEP,SUREN,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT CF,Aveva,IDSFT,IS LS WGH   DISP AUDIT,LS WEIGH AUDIT CF,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Apple,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Eurotherm;EcoStruxure Power,1,Power,0,0,,,,,ESSMS - Software & Managed Services,ESSMS,SUSUP,,Current,ESS,ESS - Base,ESS,Outside NAM Ops,ESS,ESS w.o PC,ESS w.o PC,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT LIC,Aveva,IDSFT,IS LS WGH   DISP AUDIT,LS WEIGH AUDIT LIC,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
AT&T,C&SP,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;Covid19 prioritization;Covid19 negative impact;EcoStruxure Power,1,Power,0,0,,,,,EMESI - EcoStruxure System Integrator,EMESI,EMESI,,Current,Energy Management off Matrix,Energy Management off Matrix,Energy Management off Matrix,Outside NAM Ops,EM Off Matrix,EM Off Matrix,EM Off Matrix,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT SUBS,Aveva,IDSFT,IS LS WGH   DISP AUDIT,LS WEIGH AUDIT SUBS,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
CloudHQ,C&SP,MCTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Connectivity EcoSystem;ASCO/Schneider Cross Sell;EcoStruxure Power,1,Power,0,0,,,,,HDCLD _ Connected Living Devices,HDCLD,HDCLD,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT SVC,Aveva,IDSFT,IS LS WGH   DISP AUDIT,LS WEIGH AUDIT SVC,IDSFT-IS LS WGH   DISP AUDIT-LS WEIGH AUDIT SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Cumberland Good,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Covid19 prioritization;EcoStruxure Power,1,Power,0,0,,,,,HDCLC _ Connected Living Cable,HDCLC,HDCLC,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN CF,Aveva,IDSFT,IS NEW SOLUTIONS,IS NEW SOLN CF,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Cyrusone,C&SP,MCTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Covid19 prioritization;Covid19 negative impact;EcoStruxure Power,1,Power,0,0,,,,,HDFDB _ Final Distribution Breakers Devices,HDFDB,HDFDB,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN LIC,Aveva,IDSFT,IS NEW SOLUTIONS,IS NEW SOLN LIC,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Digital Realty,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Commercial & Industrial;Covid19 negative impact;EcoStruxure Power,1,Power,0,0,,,,,HDFDA _ FD Advanced Functions,HDFDA,HDFDA,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN SUBS,Aveva,IDSFT,IS NEW SOLUTIONS,IS NEW SOLN SUBS,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
EdgeConnex,C&SP,MCTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;Covid19 prioritization;EcoStruxure Power,1,Power,0,0,,,,,HDFDS _ Final Distribution Enclosure Systems,HDFDS,HDFDS,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN SVC,Aveva,IDSFT,IS NEW SOLUTIONS,IS NEW SOLN SVC,IDSFT-IS NEW SOLUTIONS-IS NEW SOLN SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Equinix,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Distributed IT;EcoStruxure Power;Covid19 negative impact,1,Power,0,0,,,,,HDCLN _ Connec.Living Network,HDCLN,HDCLN,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-ISFB PFM MGR-FB PFM MGR CF,Aveva,IDSFT,ISFB PFM MGR,FB PFM MGR CF,IDSFT-ISFB PFM MGR-FB PFM MGR CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Facebook,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;Cross-Selling with Invensys;EcoStruxure Power,1,Power,0,0,,,,,HDCLS _ Connected Living Systems,HDCLS,HDCLS,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-ISFB PFM MGR-FB PFM MGR LIC,Aveva,IDSFT,ISFB PFM MGR,FB PFM MGR LIC,IDSFT-ISFB PFM MGR-FB PFM MGR LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
IBM,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Distributed IT;EcoStruxure Power;Commercial & Industrial,1,Power,0,0,,,,,HDCLT _ Connected Living Temperature,HDCLT,HDCLT,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-ISFB PFM MGR-FB PFM MGR SUBS,Aveva,IDSFT,ISFB PFM MGR,FB PFM MGR SUBS,IDSFT-ISFB PFM MGR-FB PFM MGR SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Microsoft,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;Service Dependent;EcoStruxure Power,1,Power,0,0,,,,,HDEVC _ Electrical Vehicle Charging Infrastructures,HDEVC,HDEVC,,Current,Home & Distribution,Home & Distribution,Home & Distribution,NAM Ops,Energy Management,Energy Mgmt w.o Services,Home & Distribution,,,,,,,,,,,,,,,,,IDSFT-ISFB PFM MGR-FB PFM MGR SVC,Aveva,IDSFT,ISFB PFM MGR,FB PFM MGR SVC,IDSFT-ISFB PFM MGR-FB PFM MGR SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
NTT,C&SP,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;Datacenter;Microgrid;EcoStruxure Power,1,Power,0,0,,,,,SPSL2 - Design Build & Energy Storage,SPSL2,SPSL2,,Current,Secure Power,Secure Power Equip/Sys,Secure Power,NAM Ops,Energy Management,Energy Mgmt w.o Services,Energy Mgmt w.o Services,,,,,,,,,,,,,,,,,IDSFT-ISINF PFM MGR-INF PFM CF,Aveva,IDSFT,ISINF PFM MGR,INF PFM CF,IDSFT-ISINF PFM MGR-INF PFM CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
SAP,C&SP,MCTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Microgrid;Distributed IT;EcoStruxure Grid;EcoStruxure Power;E-mobility;Covid19 negative impact,1,Power,Grid,0,,,,,DGRID - Smart Infra Smart Grid IT,DGRID,DGRID,Power Systems,Current,Smart Grid Services,Smart Grid Services,Smart Grid Services,Outside NAM Ops,Smart Grid Services,Smart Grid Services,Smart Grid Services,,,,,,,,,,,,,,,,,IDSFT-ISINF PFM MGR-INF PFM LIC,Aveva,IDSFT,ISINF PFM MGR,INF PFM LIC,IDSFT-ISINF PFM MGR-INF PFM LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Bank of America,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;EcoStruxure Power;Supplier B2B Initiative,1,Power,0,0,,,,,EMSFT - Energy Software,EMSFT,EMSFT,,Current,Energy Management off Matrix,Energy Management off Matrix,Energy Management off Matrix,Outside NAM Ops,EM Off Matrix,EM Off Matrix,EM Off Matrix,,,,,,,,,,,,,,,,,IDSFT-ISINF PFM MGR-INF PFM SUBS,Aveva,IDSFT,ISINF PFM MGR,INF PFM SUBS,IDSFT-ISINF PFM MGR-INF PFM SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
BNP Paribas,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;EcoStruxure Power;Supplier B2B Initiative;Covid19 negative impact,1,Power,0,0,,,,,IDPLT - ProLeiT Solutions,IDPLT,IDPLT,,Current,Ind Automation Ops,Ind Automation Ops,Ind Automation,NAM Ops,IA,IA w.o Services,IA w.o Services,,,,,,,,,,,,,,,,,IDSFT-ISINF PFM MGR-INF PFM SVC,Aveva,IDSFT,ISINF PFM MGR,INF PFM SVC,IDSFT-ISINF PFM MGR-INF PFM SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Citi,Finance,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Eurotherm;EcoStruxure Power,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISLS PFM MGR-LS PFM CF,Aveva,IDSFT,ISLS PFM MGR,LS PFM CF,IDSFT-ISLS PFM MGR-LS PFM CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Credit Suisse,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Microgrid;EcoStruxure Power;Commercial & Industrial,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISLS PFM MGR-LS PFM LIC,Aveva,IDSFT,ISLS PFM MGR,LS PFM LIC,IDSFT-ISLS PFM MGR-LS PFM LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Goldman Sachs,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Grid;E-mobility,1,Power,Grid,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISLS PFM MGR-LS PFM SUBS,Aveva,IDSFT,ISLS PFM MGR,LS PFM SUBS,IDSFT-ISLS PFM MGR-LS PFM SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
HSBC,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Datacenter;EcoStruxure Power;Covid19 prioritization;Covid19 negative impact,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISLS PFM MGR-LS PFM SVC,Aveva,IDSFT,ISLS PFM MGR,LS PFM SVC,IDSFT-ISLS PFM MGR-LS PFM SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
JP Morgan Chase,Finance,Strategic,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Microgrid;EcoStruxure Power;ASCO/Schneider Cross Sell,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM APC FOR CEMENT-MMM APC CEMENT CF,Aveva,IDSFT,ISMMM APC FOR CEMENT,MMM APC CEMENT CF,IDSFT-ISMMM APC FOR CEMENT-MMM APC CEMENT CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Morgan Stanley,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,Service Dependent;EcoStruxure Power;Covid19 negative impact,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM APC FOR CEMENT-MMM APC CEMENT LIC,Aveva,IDSFT,ISMMM APC FOR CEMENT,MMM APC CEMENT LIC,IDSFT-ISMMM APC FOR CEMENT-MMM APC CEMENT LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Wells Fargo,Finance,CTA,Not Dom's Team,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Power;ASCO/Schneider Cross Sell;Covid19 negative impact,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM APC FOR CEMENT-MMM APC CEMENT SUBS,Aveva,IDSFT,ISMMM APC FOR CEMENT,MMM APC CEMENT SUBS,IDSFT-ISMMM APC FOR CEMENT-MMM APC CEMENT SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Power;E-mobility,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM APC FOR MINING-MMM APC MINING LIC,Aveva,IDSFT,ISMMM APC FOR MINING,MMM APC MINING LIC,IDSFT-ISMMM APC FOR MINING-MMM APC MINING LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
HyundaiKia,Mobility - Automotive,MCTA,NO V1 RESOURCE AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Power;Connectivity EcoSystem;ASCO/Schneider Cross Sell;Commercial & Industrial,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM APC FOR MINING-MMM APC MINING SUBS,Aveva,IDSFT,ISMMM APC FOR MINING,MMM APC MINING SUBS,IDSFT-ISMMM APC FOR MINING-MMM APC MINING SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Michelin,Mobility - Automotive,CTA Candidate,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;EcoStruxure Power;Covid19 prioritization,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM APC FOR MINING-MMM APC MINING SVC,Aveva,IDSFT,ISMMM APC FOR MINING,MMM APC MINING SVC,IDSFT-ISMMM APC FOR MINING-MMM APC MINING SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Volvo,Mobility - Automotive,CTA Candidate,NO V1 RESOURCE AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,Cross-Selling with Invensys;EcoStruxure Power;Connectivity EcoSystem,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM IOC MINING-MMM IOC MINING CF,Aveva,IDSFT,ISMMM IOC MINING,MMM IOC MINING CF,IDSFT-ISMMM IOC MINING-MMM IOC MINING CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
CHRISTUS Health,Buildings - Healthcare,CTA Candidate,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;EcoStruxure Power;Connectivity EcoSystem,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM IOC MINING-MMM IOC MINING LIC,Aveva,IDSFT,ISMMM IOC MINING,MMM IOC MINING LIC,IDSFT-ISMMM IOC MINING-MMM IOC MINING LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Jackson Memorial,Buildings - Healthcare,CTA Candidate,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Power;ASCO/Schneider Cross Sell;Commercial & Industrial,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM IOC MINING-MMM IOC MINING SUBS,Aveva,IDSFT,ISMMM IOC MINING,MMM IOC MINING SUBS,IDSFT-ISMMM IOC MINING-MMM IOC MINING SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Vanderbilt University Medical Center,Buildings - Healthcare,CTA Candidate,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Grid;Commercial & Industrial,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM IOC MINING-MMM IOC MINING SVC,Aveva,IDSFT,ISMMM IOC MINING,MMM IOC MINING SVC,IDSFT-ISMMM IOC MINING-MMM IOC MINING SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Bunge Limited (Bunge) - White Plains NY,CPG (F&B/LifeSci),MCTA,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;EcoStruxure Power;E-mobility,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN CF,Aveva,IDSFT,ISMMM NEW SOLUTIONS,MMM NEW SOLN CF,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN CF,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Colgate Palmolive,CPG (F&B/LifeSci),MCTA,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;EcoStruxure Power;Connectivity EcoSystem;E-mobility,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN LIC,Aveva,IDSFT,ISMMM NEW SOLUTIONS,MMM NEW SOLN LIC,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN LIC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
DANONE - Headquarters,CPG (F&B/LifeSci),MCTA,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,Green/Energy Efficient Building;Microgrid;EcoStruxure Power;Connectivity EcoSystem,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN SUBS,Aveva,IDSFT,ISMMM NEW SOLUTIONS,MMM NEW SOLN SUBS,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN SUBS,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
Kraft Heinz,CPG (F&B/LifeSci),CTA Candidate,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,,EcoStruxure Power;Connectivity EcoSystem;E-mobility,1,Power,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN SVC,Aveva,IDSFT,ISMMM NEW SOLUTIONS,MMM NEW SOLN SVC,IDSFT-ISMMM NEW SOLUTIONS-MMM NEW SOLN SVC,1,0,IND AUT SOFTWARE,IND AUT SOFTWARE,IDSFT-Aveva,Plant/Machine,,,,,,
